Date,Open,High,Low,Close,Volume,Adj Close
2016-10-25,126.519997,128.059998,125.75,126.510002,8199300,126.510002
2016-10-24,127.419998,129.289993,126.150002,127.330002,15946000,127.330002
2016-10-21,122.50,127.849998,122.309998,127.50,18786400,127.50
2016-10-20,121.970001,123.75,121.059998,123.349998,14461300,123.349998
2016-10-19,118.25,122.449997,118.00,121.870003,21908600,121.870003
2016-10-18,116.629997,119.82,116.50,118.790001,42053700,118.790001
2016-10-17,100.50,100.730003,98.379997,99.800003,23360700,99.800003
2016-10-14,101.589996,102.099998,100.349998,101.470001,9503100,101.470001
2016-10-13,98.010002,100.50,97.629997,100.230003,8305400,100.230003
2016-10-12,100.879997,102.470001,99.220001,99.50,7403800,99.50
2016-10-11,102.309998,102.900002,99.860001,100.589996,8998500,100.589996
2016-10-10,103.18,104.529999,102.760002,103.330002,6679100,103.330002
2016-10-07,103.980003,106.50,103.550003,104.82,8653600,104.82
2016-10-06,104.970001,105.470001,103.879997,105.07,6581700,105.07
2016-10-05,103.50,106.970001,103.43,106.279999,12909800,106.279999
2016-10-04,103.190002,104.440002,101.860001,102.339996,12115400,102.339996
2016-10-03,98.00,103.389999,98.00,102.629997,15316200,102.629997
2016-09-30,96.900002,99.529999,96.790001,98.550003,9788700,98.550003
2016-09-29,97.309998,98.309998,96.599998,96.669998,6211700,96.669998
2016-09-28,97.099998,97.589996,96.019997,97.480003,7230600,97.480003
2016-09-27,95.040001,97.639999,95.00,97.07,9657500,97.07
2016-09-26,95.379997,95.379997,94.040001,94.559998,6728600,94.559998
2016-09-23,95.75,96.970001,95.43,95.940002,6149000,95.940002
2016-09-22,95.540001,95.879997,94.230003,95.830002,11155500,95.830002
2016-09-21,96.900002,97.099998,93.260002,94.879997,20006300,94.879997
2016-09-20,98.779999,99.160004,97.660004,98.25,4732600,98.25
2016-09-19,99.900002,100.349998,97.82,98.059998,8608800,98.059998
2016-09-16,97.099998,99.489998,97.040001,99.480003,9424300,99.480003
2016-09-15,97.230003,97.970001,96.529999,97.339996,5293500,97.339996
2016-09-14,97.349998,98.349998,96.959999,97.010002,8481000,97.010002
2016-09-13,97.169998,98.00,95.330002,96.089996,11755500,96.089996
2016-09-12,95.910004,99.290001,95.709999,99.050003,7685900,99.050003
2016-09-09,99.059998,99.389999,96.50,96.50,7321400,96.50
2016-09-08,99.230003,100.050003,98.82,99.660004,5198200,99.660004
2016-09-07,100.110001,100.190002,98.419998,99.150002,6446100,99.150002
2016-09-06,97.760002,100.32,97.650002,100.089996,9019700,100.089996
2016-09-02,97.900002,98.18,97.010002,97.379997,4239700,97.379997
2016-09-01,97.809998,97.980003,96.919998,97.379997,4136500,97.379997
2016-08-31,97.480003,97.879997,96.760002,97.449997,4682100,97.449997
2016-08-30,97.839996,98.849998,97.139999,97.449997,6075800,97.449997
2016-08-29,96.970001,98.449997,96.57,97.300003,7972700,97.300003
2016-08-26,97.330002,97.949997,96.57,97.580002,6606900,97.580002
2016-08-25,96.379997,98.25,96.040001,97.32,10768700,97.32
2016-08-24,96.129997,96.360001,94.910004,95.18,6246800,95.18
2016-08-23,95.68,96.589996,95.480003,95.940002,5234400,95.940002
2016-08-22,95.669998,96.129997,94.949997,95.260002,5820200,95.260002
2016-08-19,96.050003,96.779999,95.510002,95.870003,6938400,95.870003
2016-08-18,95.980003,97.220001,95.169998,96.160004,7237600,96.160004
2016-08-17,94.940002,96.93,94.849998,96.370003,8267000,96.370003
2016-08-16,95.190002,95.610001,94.400002,95.120003,6250600,95.120003
2016-08-15,96.830002,96.910004,95.239998,95.309998,7271400,95.309998
2016-08-12,95.529999,96.830002,95.080002,96.589996,6574300,96.589996
2016-08-11,94.599998,96.330002,94.370003,95.889999,8535500,95.889999
2016-08-10,94.400002,94.75,92.949997,93.93,6484700,93.93
2016-08-09,95.120003,95.809998,93.480003,93.989998,9149000,93.989998
2016-08-08,95.910004,95.93,94.00,95.110001,10135400,95.110001
2016-08-05,93.769997,97.739998,93.559998,97.029999,18364800,97.029999
2016-08-04,93.199997,93.730003,91.82,93.440002,6043400,93.440002
2016-08-03,93.279999,94.669998,92.550003,93.099998,7030900,93.099998
2016-08-02,94.00,94.080002,92.18,93.559998,9836200,93.559998
2016-08-01,91.230003,94.669998,90.50,94.370003,10666900,94.370003
2016-07-29,91.190002,91.75,90.589996,91.25,6960200,91.25
2016-07-28,91.919998,92.209999,90.68,91.650002,6227700,91.650002
2016-07-27,91.50,92.059998,90.099998,92.040001,8727500,92.040001
2016-07-26,91.029999,93.099998,90.900002,91.410004,19577600,91.410004
2016-07-25,85.730003,87.870003,85.010002,87.660004,14135000,87.660004
2016-07-22,86.480003,86.50,85.110001,85.889999,11363900,85.889999
2016-07-21,88.300003,88.379997,85.209999,85.989998,16084000,85.989998
2016-07-20,86.669998,88.489998,85.82,87.910004,23525100,87.910004
2016-07-19,85.43,86.75,84.50,85.839996,55681200,85.839996
2016-07-18,98.43,99.839996,97.239998,98.809998,28669700,98.809998
2016-07-15,98.519997,98.699997,97.410004,98.389999,9041900,98.389999
2016-07-14,97.00,98.269997,96.800003,98.019997,9885000,98.019997
2016-07-13,96.260002,96.720001,94.800003,96.43,8768900,96.43
2016-07-12,95.07,96.720001,94.089996,95.970001,11617400,95.970001
2016-07-11,96.190002,96.870003,94.300003,94.669998,13276200,94.669998
2016-07-08,96.00,97.410004,95.300003,97.059998,8335400,97.059998
2016-07-07,94.699997,95.379997,93.18,95.099998,9913500,95.099998
2016-07-06,95.029999,96.00,93.550003,94.599998,16301200,94.599998
2016-07-05,95.199997,101.269997,93.309998,97.910004,25879400,97.910004
2016-07-01,95.00,97.00,94.800003,96.669998,16167200,96.669998
2016-06-30,90.910004,91.720001,89.900002,91.480003,9099000,91.480003
2016-06-29,89.669998,91.970001,88.699997,91.059998,11687100,91.059998
2016-06-28,87.410004,88.879997,86.410004,87.970001,11545600,87.970001
2016-06-27,87.879997,88.00,84.809998,85.330002,13730500,85.330002
2016-06-24,87.529999,90.489998,87.209999,88.440002,11248600,88.440002
2016-06-23,90.620003,91.68,88.150002,91.660004,10819000,91.660004
2016-06-22,90.779999,91.980003,89.769997,90.010002,9454700,90.010002
2016-06-21,93.870003,93.879997,90.769997,90.989998,15199700,90.989998
2016-06-20,95.220001,95.879997,93.650002,93.800003,9026400,93.800003
2016-06-17,95.75,95.769997,94.199997,94.449997,8046800,94.449997
2016-06-16,94.18,95.559998,93.25,95.440002,7550800,95.440002
2016-06-15,94.610001,95.459999,93.50,94.290001,7675400,94.290001
2016-06-14,94.160004,95.800003,93.269997,94.120003,9480400,94.120003
2016-06-13,95.019997,97.199997,93.620003,93.849998,13484300,93.849998
2016-06-10,94.879997,95.349998,93.279999,93.75,12907900,93.75
2016-06-09,97.220001,98.43,96.660004,97.089996,8923800,97.089996
2016-06-08,100.019997,100.279999,97.599998,97.860001,9423900,97.860001
2016-06-07,101.199997,101.629997,99.769997,99.889999,6474700,99.889999
2016-06-06,100.290001,101.07,99.720001,100.739998,6828100,100.739998
2016-06-03,100.989998,101.00,98.529999,99.589996,9224000,99.589996
2016-06-02,101.389999,102.150002,100.769997,101.25,7992400,101.25
2016-06-01,101.50,101.919998,100.160004,101.510002,8393400,101.510002
2016-05-31,102.949997,103.449997,102.129997,102.57,8725700,102.57
2016-05-27,102.440002,103.50,101.440002,103.300003,9092100,103.300003
2016-05-26,103.209999,104.00,101.379997,102.809998,17824700,102.809998
2016-05-25,99.00,100.309998,98.300003,100.199997,15142900,100.199997
2016-05-24,95.980003,99.139999,95.75,97.889999,21246000,97.889999
2016-05-23,92.980003,95.290001,92.849998,94.889999,13992300,94.889999
2016-05-20,90.080002,93.279999,89.980003,92.489998,15063000,92.489998
2016-05-19,90.160004,91.269997,88.300003,89.550003,11450300,89.550003
2016-05-18,88.25,91.720001,88.25,90.50,13911800,90.50
2016-05-17,89.00,90.870003,88.169998,88.629997,11571300,88.629997
2016-05-16,87.559998,90.00,86.150002,89.120003,11247800,89.120003
2016-05-13,87.389999,88.589996,86.260002,87.879997,11571400,87.879997
2016-05-12,90.32,90.410004,85.739998,87.739998,20408100,87.739998
2016-05-11,92.400002,92.589996,89.900002,90.019997,11692900,90.019997
2016-05-10,91.139999,93.25,91.089996,92.889999,11175900,92.889999
2016-05-09,90.730003,91.830002,89.900002,90.540001,9543700,90.540001
2016-05-06,88.830002,90.879997,88.110001,90.839996,10433900,90.839996
2016-05-05,90.910004,92.080002,89.25,89.370003,10368500,89.370003
2016-05-04,91.00,92.160004,90.349998,90.790001,7356800,90.790001
2016-05-03,92.080002,93.25,91.300003,91.540001,10593900,91.540001
2016-05-02,90.410004,93.220001,89.889999,93.110001,12547000,93.110001
2016-04-29,90.50,90.559998,88.209999,90.029999,13968000,90.029999
2016-04-28,91.50,92.669998,90.089996,90.279999,11474900,90.279999
2016-04-27,92.18,92.50,90.209999,91.040001,12218900,91.040001
2016-04-26,93.50,93.550003,91.25,92.43,15330900,92.43
2016-04-25,95.699997,95.75,92.800003,93.559998,14985400,93.559998
2016-04-22,94.849998,96.690002,94.209999,95.900002,15806300,95.900002
2016-04-21,97.309998,97.379997,94.779999,94.980003,19919400,94.980003
2016-04-20,94.339996,96.980003,93.139999,96.769997,26613500,96.769997
2016-04-19,99.489998,101.370003,94.199997,94.339996,55728800,94.339996
2016-04-18,109.900002,110.699997,106.019997,108.400002,32816400,108.400002
2016-04-15,110.639999,111.849998,109.779999,111.510002,11746100,111.510002
2016-04-14,110.010002,111.639999,109.150002,110.419998,9553700,110.419998
2016-04-13,108.00,111.279999,107.879997,109.650002,16701700,109.650002
2016-04-12,103.150002,107.220001,102.209999,106.980003,12437000,106.980003
2016-04-11,104.040001,104.980003,102.620003,102.68,7451300,102.68
2016-04-08,105.120003,105.330002,102.82,103.809998,7857600,103.809998
2016-04-07,104.309998,106.440002,103.599998,104.449997,10774900,104.449997
2016-04-06,105.300003,106.440002,104.25,104.830002,9605800,104.830002
2016-04-05,103.470001,105.75,103.25,104.940002,10060900,104.940002
2016-04-04,105.900002,105.919998,103.199997,104.349998,10940400,104.349998
2016-04-01,102.93,105.790001,102.470001,105.699997,14182400,105.699997
2016-03-31,102.43,103.529999,101.050003,102.230003,9747500,102.230003
2016-03-30,104.650002,104.910004,101.480003,102.190002,14705000,102.190002
2016-03-29,101.080002,104.330002,101.00,104.129997,16008900,104.129997
2016-03-28,98.339996,101.440002,97.82,101.209999,12432200,101.209999
2016-03-24,98.639999,98.849998,97.07,98.360001,10671100,98.360001
2016-03-23,99.75,100.389999,98.809998,99.589996,8313500,99.589996
2016-03-22,100.480003,101.519997,99.199997,99.839996,9069900,99.839996
2016-03-21,101.150002,102.099998,99.50,101.059998,9578500,101.059998
2016-03-18,100.50,102.410004,100.010002,101.120003,15453500,101.120003
2016-03-17,99.050003,101.389999,99.00,99.720001,13825000,99.720001
2016-03-16,97.529999,99.730003,97.50,99.349998,12630500,99.349998
2016-03-15,97.870003,98.510002,96.43,97.860001,9691800,97.860001
2016-03-14,97.199997,99.419998,97.169998,98.129997,11251900,98.129997
2016-03-11,99.510002,99.599998,96.050003,97.660004,15114300,97.660004
2016-03-10,98.18,99.739998,95.449997,97.360001,17002100,97.360001
2016-03-09,96.82,98.370003,95.00,98.00,12298700,98.00
2016-03-08,95.00,98.279999,94.50,96.230003,14797000,96.230003
2016-03-07,101.00,101.790001,95.25,95.489998,23855200,95.489998
2016-03-04,98.760002,102.220001,98.32,101.580002,23414600,101.580002
2016-03-03,97.830002,98.349998,95.389999,97.93,15320900,97.93
2016-03-02,98.010002,99.480003,95.900002,97.610001,19102800,97.610001
2016-03-01,94.580002,99.160004,93.610001,98.300003,17048800,98.300003
2016-02-29,94.809998,97.199997,93.339996,93.410004,13663100,93.410004
2016-02-26,95.300003,97.480003,94.25,94.790001,16975200,94.790001
2016-02-25,91.080002,94.809998,90.209999,94.529999,17898800,94.529999
2016-02-24,88.50,91.760002,86.699997,91.610001,15972800,91.610001
2016-02-23,91.400002,92.489998,89.050003,89.120003,12744400,89.120003
2016-02-22,90.75,93.110001,88.300003,91.93,16321800,91.93
2016-02-19,89.980003,91.400002,88.029999,89.230003,14259200,89.230003
2016-02-18,94.800003,94.900002,90.309998,90.489998,17695300,90.489998
2016-02-17,90.129997,94.769997,89.639999,94.760002,18323800,94.760002
2016-02-16,89.00,90.139999,87.540001,89.050003,16356600,89.050003
2016-02-12,86.639999,89.720001,85.260002,87.400002,19067700,87.400002
2016-02-11,87.419998,88.389999,82.910004,86.349998,21820300,86.349998
2016-02-10,89.00,92.209999,87.419998,88.449997,23146500,88.449997
2016-02-09,81.75,88.400002,81.550003,86.129997,25892900,86.129997
2016-02-08,80.57,84.699997,79.949997,83.32,25035600,83.32
2016-02-05,88.230003,88.949997,81.860001,82.790001,25929300,82.790001
2016-02-04,89.50,91.25,86.540001,89.709999,19108600,89.709999
2016-02-03,92.410004,92.690002,86.139999,90.739998,27466000,90.739998
2016-02-02,95.540001,96.650002,90.730003,91.489998,21906500,91.489998
2016-02-01,91.790001,97.18,91.300003,94.089996,19684500,94.089996
2016-01-29,92.00,94.389999,90.629997,91.839996,20463900,91.839996
2016-01-28,93.839996,95.25,90.110001,94.410004,24562300,94.410004
2016-01-27,96.610001,97.849998,90.589996,91.150002,25556200,91.150002
2016-01-26,99.739998,100.550003,94.849998,97.830002,22083900,97.830002
2016-01-25,99.779999,102.68,99.00,99.120003,20321100,99.120003
2016-01-22,104.720001,104.989998,99.220001,100.720001,26821800,100.720001
2016-01-21,108.32,108.510002,102.099998,102.349998,31027500,102.349998
2016-01-20,108.910004,109.989998,97.050003,107.739998,53009400,107.739998
2016-01-19,106.57,110.139999,105.550003,107.889999,35722800,107.889999
2016-01-15,102.43,105.50,101.720001,104.040001,19775100,104.040001
2016-01-14,105.650002,109.25,101.209999,107.059998,23664800,107.059998
2016-01-13,114.43,114.480003,104.529999,106.559998,24921600,106.559998
2016-01-12,116.110001,117.779999,115.080002,116.580002,15133500,116.580002
2016-01-11,112.129997,116.790001,111.199997,114.970001,21920400,114.970001
2016-01-08,116.330002,117.720001,111.099998,111.389999,18067100,111.389999
2016-01-07,116.360001,122.18,112.290001,114.559998,33636700,114.559998
2016-01-06,105.290001,117.910004,104.959999,117.68,33045700,117.68
2016-01-05,110.449997,110.580002,105.849998,107.660004,17664600,107.660004
2016-01-04,109.00,110.00,105.209999,109.959999,20794800,109.959999
2015-12-31,116.209999,117.459999,114.279999,114.379997,9273000,114.379997
2015-12-30,118.949997,119.019997,116.43,116.709999,8149700,116.709999
2015-12-29,118.190002,119.599998,116.919998,119.120003,8159200,119.120003
2015-12-28,117.260002,117.349998,113.849998,117.110001,8424300,117.110001
2015-12-24,118.220001,118.800003,117.300003,117.330002,3541400,117.330002
2015-12-23,116.910004,118.559998,115.779999,118.160004,9324300,118.160004
2015-12-22,117.300003,117.43,114.860001,116.239998,9689000,116.239998
2015-12-21,119.510002,119.589996,115.660004,116.629997,11670000,116.629997
2015-12-18,120.849998,122.190002,117.919998,118.019997,17948100,118.019997
2015-12-17,123.970001,126.349998,122.419998,122.510002,17284900,122.510002
2015-12-16,119.800003,123.00,118.089996,122.639999,13181000,122.639999
2015-12-15,121.93,123.300003,118.540001,118.599998,11722900,118.599998
2015-12-14,119.769997,120.900002,114.660004,120.669998,18679300,120.669998
2015-12-11,121.449997,123.00,118.599998,118.910004,16105300,118.910004
2015-12-10,124.50,125.209999,121.620003,122.910004,13474100,122.910004
2015-12-09,127.699997,128.779999,122.330002,124.199997,17788800,124.199997
2015-12-08,121.510002,128.240005,121.099998,126.980003,18591100,126.980003
2015-12-07,131.190002,133.270004,122.75,125.360001,23351600,125.360001
2015-12-04,127.00,130.990005,125.75,130.929993,20250400,130.929993
2015-12-03,129.619995,132.199997,126.389999,126.809998,26647300,126.809998
2015-12-02,125.529999,131.350006,124.93,128.929993,24105700,128.929993
2015-12-01,124.470001,125.57,122.419998,125.370003,12550800,125.370003
2015-11-30,126.029999,126.599998,122.889999,123.330002,13894000,123.330002
2015-11-27,123.849998,126.389999,123.589996,125.440002,6645500,125.440002
2015-11-25,124.230003,125.199997,122.360001,124.160004,10980700,124.160004
2015-11-24,123.669998,124.660004,120.029999,123.309998,18335300,123.309998
2015-11-23,124.300003,126.199997,121.660004,125.029999,15727000,125.029999
2015-11-20,120.849998,124.07,119.209999,123.839996,17977000,123.839996
2015-11-19,120.25,123.129997,119.610001,120.220001,19253200,120.220001
2015-11-18,117.940002,121.00,116.099998,120.629997,23353600,120.629997
2015-11-17,112.110001,118.790001,111.699997,117.099998,33016300,117.099998
2015-11-16,102.970001,111.650002,101.860001,111.349998,19866200,111.349998
2015-11-13,108.339996,109.07,103.269997,103.650002,18819400,103.650002
2015-11-12,112.519997,115.25,108.199997,108.919998,17568200,108.919998
2015-11-11,113.080002,114.610001,111.410004,112.860001,11039200,112.860001
2015-11-10,108.860001,112.839996,108.010002,112.699997,11166400,112.699997
2015-11-09,113.360001,114.00,108.639999,109.860001,16154600,109.860001
2015-11-06,113.389999,114.800003,112.050003,114.059998,10936600,114.059998
2015-11-05,113.75,115.68,111.720001,113.50,13814900,113.50
2015-11-04,110.360001,114.279999,109.389999,114.050003,17505000,114.050003
2015-11-03,107.360001,111.050003,107.239998,109.739998,12484100,109.739998
2015-11-02,109.199997,109.370003,106.300003,107.639999,11784600,107.639999
2015-10-30,105.120003,110.099998,104.900002,108.379997,15571500,108.379997
2015-10-29,105.00,106.910004,104.75,105.120003,9841400,105.120003
2015-10-28,102.900002,106.209999,102.059998,105.800003,13094000,105.800003
2015-10-27,102.580002,104.720001,101.230003,103.07,12066400,103.07
2015-10-26,100.050003,103.309998,99.379997,103.040001,12234800,103.040001
